error_code,failure_class,payment_method,amount_paise,past_successes,past_failures,hour_of_day,is_international,retry_count,card_network,recommended_action
deemed_transaction,SOFT_RETRYABLE,card,207308,18,0,13,0,2,Mastercard,retry_later
bank_not_available,NETWORK_TIMEOUT,card,19990,8,0,22,0,4,Visa,retry_later
gateway_error,NETWORK_TIMEOUT,netbanking,822803,14,1,22,0,2,N/A,retry_later
psp_app_not_available,NETWORK_TIMEOUT,card,227263,4,4,17,0,3,Visa,retry_later
verification_failed,NETWORK_TIMEOUT,card,168318,8,0,13,0,5,RuPay,retry_later
collect_on_mcc_blocked,HARD_METHOD_DEAD,upi,132739,10,2,15,0,1,N/A,use_different_method
otp_attempts_exceeded,HARD_METHOD_DEAD,card,34932,4,0,10,0,0,Visa,use_different_card
record_not_found,NETWORK_TIMEOUT,card,206713,13,0,17,0,5,RuPay,retry_later
incorrect_cvv,SOFT_RETRYABLE,card,438179,11,1,17,0,1,Visa,retry_now
payment_risk_check_failed,RISK_FLAGGED,card,25553,0,2,11,0,0,RuPay,vendor_review
transaction_on_vpa_restricted,HARD_METHOD_DEAD,upi,365827,17,0,23,0,0,N/A,use_different_method
upi_app_technical_error,NETWORK_TIMEOUT,upi,75635,4,0,10,0,2,N/A,retry_later
invalid_vpa,SOFT_RETRYABLE,upi,25329,9,2,19,0,1,N/A,retry_now
transaction_limit_exceeded,SOFT_RETRYABLE,card,122096,15,0,11,0,4,Visa,use_different_method
credit_limit_exceeded,HARD_METHOD_DEAD,netbanking,140597,0,3,12,0,0,N/A,use_different_method
insufficient_funds,SOFT_RETRYABLE,card,22012,11,2,20,0,3,Mastercard,retry_later
invalid_vpa,SOFT_RETRYABLE,upi,37511,20,1,20,0,1,N/A,retry_now
gateway_error,NETWORK_TIMEOUT,upi,43744,6,0,16,0,2,N/A,retry_later
verification_failed,NETWORK_TIMEOUT,card,142154,14,2,0,0,3,Visa,retry_later
payment_amount_tampered,RISK_FLAGGED,card,99900,5,2,21,0,0,RuPay,vendor_review
transaction_limit_exceeded,SOFT_RETRYABLE,card,105160,19,5,16,0,2,Visa,use_different_method
payment_declined_due_to_high_traffic,NETWORK_TIMEOUT,upi,178131,19,7,19,0,2,N/A,retry_later
amount_less_than_minimum_amount,UNKNOWN,netbanking,99990,5,0,12,0,0,N/A,contact_support
payment_cancelled,SOFT_RETRYABLE,netbanking,99990,0,0,18,0,2,N/A,retry_now
pin_not_set,HARD_METHOD_DEAD,upi,499900,4,7,15,0,1,N/A,use_different_method
bank_technical_error,NETWORK_TIMEOUT,card,86764,1,6,13,0,3,RuPay,retry_later
bank_technical_error,NETWORK_TIMEOUT,upi,19990,2,1,16,0,3,N/A,retry_later
invalid_vpa,SOFT_RETRYABLE,upi,33429,5,3,14,0,2,N/A,retry_now
card_expired,HARD_METHOD_DEAD,card,999000,10,0,20,0,1,Visa,use_different_card
mandate_creation_expired,SOFT_RETRYABLE,upi,463125,10,1,18,0,1,N/A,retry_now
bank_technical_error,NETWORK_TIMEOUT,upi,87252,7,2,17,0,3,N/A,retry_later
payment_risk_check_failed,RISK_FLAGGED,card,99990,9,4,14,0,0,Visa,vendor_review
mandate_creation_expired,SOFT_RETRYABLE,upi,79534,15,0,11,0,1,N/A,retry_now
payment_amount_tampered,RISK_FLAGGED,card,78523,7,0,10,0,2,Mastercard,vendor_review
payment_risk_check_failed,RISK_FLAGGED,card,152426,0,7,20,0,0,RuPay,vendor_review
compliance_violation,UNKNOWN,upi,782574,15,0,11,0,0,N/A,contact_support
payment_collect_request_expired,SOFT_RETRYABLE,upi,89149,10,0,10,0,1,N/A,retry_now
transaction_limit_exceeded,SOFT_RETRYABLE,card,99990,7,2,19,0,2,Mastercard,use_different_method
deemed_transaction,SOFT_RETRYABLE,card,55298,16,0,15,0,2,Mastercard,retry_later
incorrect_otp,SOFT_RETRYABLE,card,145160,3,3,14,0,2,Mastercard,retry_now
payment_collect_request_expired,SOFT_RETRYABLE,upi,154347,20,0,17,0,4,N/A,retry_now
gateway_technical_error,NETWORK_TIMEOUT,card,199900,12,0,22,0,5,Mastercard,retry_later
card_number_invalid,SOFT_RETRYABLE,card,23746,14,3,20,0,2,Visa,check_card_details
payment_amount_tampered,RISK_FLAGGED,card,499900,5,0,14,0,1,Visa,vendor_review
bank_cutoff_in_progress,NETWORK_TIMEOUT,card,181018,6,2,11,0,4,RuPay,retry_later
payment_session_expired,SOFT_RETRYABLE,card,102878,15,5,18,0,1,RuPay,retry_now
server_error,NETWORK_TIMEOUT,upi,36086,8,1,6,0,3,N/A,retry_later
payment_declined_due_to_high_traffic,NETWORK_TIMEOUT,card,558179,16,5,5,0,4,Visa,retry_later
mandate_creation_declined,HARD_METHOD_DEAD,upi,401917,0,1,21,0,1,N/A,use_different_method
compliance_violation,UNKNOWN,upi,138300,13,5,10,0,2,N/A,contact_support
gateway_technical_error,NETWORK_TIMEOUT,card,85897,15,0,16,0,2,Visa,retry_later
request_timed_out,NETWORK_TIMEOUT,card,299900,15,4,21,0,4,Mastercard,retry_now
payment_timed_out,NETWORK_TIMEOUT,upi,19990,17,2,14,0,2,N/A,retry_now
service_unavailable,NETWORK_TIMEOUT,card,26749,4,1,20,0,4,Mastercard,retry_later
transaction_daily_limit_exceeded,SOFT_RETRYABLE,card,167641,10,2,15,0,2,Mastercard,use_different_method
psp_app_not_available,NETWORK_TIMEOUT,card,163084,5,6,11,0,3,Visa,retry_later
invalid_vpa,SOFT_RETRYABLE,upi,160105,12,2,21,0,3,N/A,retry_now
authentication_failed,SOFT_RETRYABLE,card,99990,11,0,23,0,1,RuPay,retry_now
server_error,NETWORK_TIMEOUT,upi,95202,17,0,12,1,4,N/A,retry_later
incorrect_otp,SOFT_RETRYABLE,card,49990,2,0,19,0,1,RuPay,retry_now
invalid_vpa,SOFT_RETRYABLE,upi,199900,11,0,19,0,2,N/A,retry_now
payment_amount_tampered,RISK_FLAGGED,card,90432,11,9,16,0,0,Visa,vendor_review
service_unavailable,NETWORK_TIMEOUT,upi,54614,7,2,17,0,4,N/A,retry_later
payment_failed,SOFT_RETRYABLE,netbanking,199900,15,3,17,0,2,N/A,retry_later
incorrect_cardholder_name,SOFT_RETRYABLE,card,51845,15,1,19,0,2,Visa,check_card_details
incorrect_card_details,SOFT_RETRYABLE,card,282283,9,2,19,0,3,Visa,check_card_details
duplicate_request,UNKNOWN,card,56290,14,1,19,0,1,RuPay,no_action
record_not_found,NETWORK_TIMEOUT,netbanking,299900,15,0,13,0,2,N/A,retry_later
transaction_daily_count_exceeded,SOFT_RETRYABLE,card,36042,15,2,14,0,1,Visa,use_different_method
psp_app_not_available,NETWORK_TIMEOUT,upi,909489,13,3,15,0,5,N/A,retry_later
transaction_limit_exceeded,SOFT_RETRYABLE,card,47155,4,0,15,0,3,RuPay,use_different_method
payment_risk_check_failed,RISK_FLAGGED,upi,171543,11,0,14,0,0,N/A,vendor_review
payment_amount_tampered,RISK_FLAGGED,upi,38055,2,1,15,0,2,N/A,vendor_review
payment_timed_out,NETWORK_TIMEOUT,netbanking,61844,16,4,1,0,3,N/A,retry_now
mandate_creation_timeout,NETWORK_TIMEOUT,card,482392,11,2,21,0,1,Mastercard,retry_later
payment_failed,SOFT_RETRYABLE,card,299900,13,10,21,0,1,Mastercard,retry_later
payment_amount_tampered,RISK_FLAGGED,upi,169069,12,3,0,0,0,N/A,vendor_review
transaction_limit_exceeded,SOFT_RETRYABLE,card,19990,12,4,20,0,3,Mastercard,use_different_method
invalid_vpa,SOFT_RETRYABLE,upi,36919,8,0,10,0,2,N/A,retry_now
incorrect_cardholder_name,SOFT_RETRYABLE,card,499900,10,0,6,0,1,RuPay,check_card_details
invalid_order_id,UNKNOWN,card,37239,4,1,13,0,1,Visa,retry_now
compliance_violation,UNKNOWN,upi,299900,11,1,13,0,3,N/A,contact_support
incorrect_pin,SOFT_RETRYABLE,card,999000,15,1,11,0,2,Visa,retry_now
compliance_violation,UNKNOWN,upi,999000,16,0,23,0,0,N/A,contact_support
payment_collect_request_expired,SOFT_RETRYABLE,upi,299900,15,0,23,0,2,N/A,retry_now
payment_failed,SOFT_RETRYABLE,card,924741,14,1,5,1,1,Mastercard,retry_later
mandate_creation_expired,SOFT_RETRYABLE,upi,53361,1,1,12,0,1,N/A,retry_now
payment_declined_due_to_high_traffic,NETWORK_TIMEOUT,upi,39089,3,9,17,0,3,N/A,retry_later
vpa_resolution_failed,NETWORK_TIMEOUT,netbanking,43567,4,3,19,0,1,N/A,retry_later
invalid_device,HARD_METHOD_DEAD,upi,499900,2,0,16,0,0,N/A,use_different_method
credit_failed,SOFT_RETRYABLE,upi,97502,13,2,8,0,1,N/A,use_different_method
psp_app_not_supported,HARD_METHOD_DEAD,upi,182722,0,0,12,0,1,N/A,use_different_method
payment_session_expired,SOFT_RETRYABLE,card,182307,17,8,13,0,1,Mastercard,retry_now
collect_on_mcc_blocked,HARD_METHOD_DEAD,upi,297586,3,4,18,0,0,N/A,use_different_method
debit_instrument_blocked,HARD_METHOD_DEAD,card,499900,1,8,3,0,0,RuPay,contact_bank
incorrect_otp,SOFT_RETRYABLE,card,595642,10,7,6,0,2,RuPay,retry_now
mandate_creation_expired,SOFT_RETRYABLE,upi,99900,15,1,18,0,1,N/A,retry_now
server_error,NETWORK_TIMEOUT,netbanking,279619,12,7,13,0,5,N/A,retry_later
payment_cancelled,SOFT_RETRYABLE,netbanking,271267,14,1,21,0,2,N/A,retry_now
upi_app_technical_error,NETWORK_TIMEOUT,netbanking,299900,16,4,7,0,2,N/A,retry_later
record_not_found,NETWORK_TIMEOUT,card,46104,4,1,19,0,2,Mastercard,retry_later
psp_app_not_supported,HARD_METHOD_DEAD,upi,168614,1,2,20,0,1,N/A,use_different_method
request_timed_out,NETWORK_TIMEOUT,card,221381,9,6,17,0,2,RuPay,retry_now
payment_amount_tampered,RISK_FLAGGED,card,88977,19,5,20,0,1,Mastercard,vendor_review
card_number_invalid,SOFT_RETRYABLE,card,331848,13,1,14,0,1,Visa,check_card_details
pin_attempts_exceeded,HARD_METHOD_DEAD,card,44732,1,4,18,0,0,Mastercard,use_different_card
payment_risk_check_failed,RISK_FLAGGED,upi,112821,7,0,11,0,1,N/A,vendor_review
psp_app_not_supported,HARD_METHOD_DEAD,upi,70290,7,2,20,0,0,N/A,use_different_method
transaction_limit_exceeded,SOFT_RETRYABLE,card,13619,14,5,20,0,4,Visa,use_different_method
psp_not_available,NETWORK_TIMEOUT,card,120950,6,4,15,0,4,RuPay,retry_later
incorrect_otp,SOFT_RETRYABLE,card,39728,8,1,2,0,2,Mastercard,retry_now
card_number_invalid,SOFT_RETRYABLE,card,376586,16,6,5,0,1,Mastercard,check_card_details
payment_amount_tampered,RISK_FLAGGED,upi,191079,0,0,20,0,0,N/A,vendor_review
verification_failed,NETWORK_TIMEOUT,card,48423,13,8,13,0,1,Mastercard,retry_later
pin_attempts_exceeded,HARD_METHOD_DEAD,card,38601,3,0,13,0,0,AMEX,use_different_card
payment_amount_tampered,RISK_FLAGGED,card,153945,2,2,19,0,2,RuPay,vendor_review
credit_limit_expired,HARD_METHOD_DEAD,netbanking,130664,4,1,4,0,1,N/A,use_different_method
psp_not_registered,HARD_METHOD_DEAD,upi,765952,10,2,19,0,0,N/A,use_different_method
compliance_violation,UNKNOWN,upi,106874,5,1,11,0,0,N/A,contact_support
record_not_found,NETWORK_TIMEOUT,card,108260,14,0,19,0,4,Visa,retry_later
payment_timed_out,NETWORK_TIMEOUT,card,299900,8,3,13,0,4,RuPay,retry_now
mandate_creation_expired,SOFT_RETRYABLE,upi,99900,14,1,11,0,2,N/A,retry_now
card_network_not_enabled,HARD_METHOD_DEAD,card,294921,0,7,15,0,1,Mastercard,use_different_card
invalid_order_id,UNKNOWN,card,54896,2,1,16,0,1,Visa,retry_now
bank_technical_error,NETWORK_TIMEOUT,card,78564,7,5,18,0,3,Visa,retry_later
compliance_violation,UNKNOWN,upi,84359,7,5,6,0,1,N/A,contact_support
merchant_not_activated,UNKNOWN,card,292662,16,3,5,0,2,Mastercard,contact_support
gateway_technical_error,NETWORK_TIMEOUT,netbanking,352694,4,3,12,0,3,N/A,retry_later
amount_less_than_minimum_amount,UNKNOWN,netbanking,403768,12,7,11,0,0,N/A,contact_support
otp_attempts_exceeded,HARD_METHOD_DEAD,card,299900,13,6,19,0,0,Mastercard,use_different_card
mandate_creation_expired,SOFT_RETRYABLE,upi,199112,12,0,17,0,1,N/A,retry_now
psp_app_not_available,NETWORK_TIMEOUT,card,299900,13,1,9,0,4,Mastercard,retry_later
insufficient_funds,SOFT_RETRYABLE,netbanking,499413,12,2,18,1,4,N/A,retry_later
transaction_frequency_limit_exceeded,SOFT_RETRYABLE,upi,123269,11,3,13,0,4,N/A,use_different_method
card_disabled_for_online_payments,HARD_METHOD_DEAD,card,180250,0,6,21,0,0,RuPay,enable_online_transactions
credit_limit_inactive,HARD_METHOD_DEAD,netbanking,933262,2,6,12,0,0,N/A,use_different_method
payment_amount_tampered,RISK_FLAGGED,card,342829,5,0,12,0,2,RuPay,vendor_review
verification_failed,NETWORK_TIMEOUT,upi,26793,14,0,11,0,4,N/A,retry_later
gateway_error,NETWORK_TIMEOUT,card,864291,9,2,19,0,4,Visa,retry_later
payment_risk_check_failed,RISK_FLAGGED,card,99900,5,0,16,0,1,RuPay,vendor_review
transaction_frequency_limit_exceeded,SOFT_RETRYABLE,upi,105281,14,2,6,0,1,N/A,use_different_method
card_number_invalid,SOFT_RETRYABLE,netbanking,305099,17,0,14,0,1,N/A,check_card_details
invalid_vpa,SOFT_RETRYABLE,upi,19990,13,1,18,0,1,N/A,retry_now
payment_declined_due_to_high_traffic,NETWORK_TIMEOUT,upi,104938,4,0,16,1,1,N/A,retry_later
upi_app_technical_error,NETWORK_TIMEOUT,netbanking,299900,19,2,19,0,5,N/A,retry_later
psp_not_available,NETWORK_TIMEOUT,card,159436,12,1,20,0,5,Visa,retry_later
incorrect_cvv,SOFT_RETRYABLE,card,99900,11,3,13,0,1,Mastercard,retry_now
payment_cancelled,SOFT_RETRYABLE,card,150814,11,1,12,0,1,Visa,retry_now
transaction_daily_limit_exceeded,SOFT_RETRYABLE,card,413919,10,1,17,0,2,Visa,use_different_method
mcc_amount_limit_exceeded,HARD_METHOD_DEAD,upi,99990,7,0,18,0,1,N/A,use_different_method
payment_collect_request_expired,SOFT_RETRYABLE,upi,83741,15,2,22,0,2,N/A,retry_now
payment_amount_tampered,RISK_FLAGGED,card,218409,9,4,10,0,2,Visa,vendor_review
transaction_daily_limit_exceeded,SOFT_RETRYABLE,netbanking,19990,8,0,15,0,3,N/A,use_different_method
card_declined,HARD_METHOD_DEAD,card,499900,2,0,13,0,0,Mastercard,use_different_method
compliance_violation,UNKNOWN,upi,576785,17,0,16,0,1,N/A,contact_support
record_not_found,NETWORK_TIMEOUT,netbanking,295234,10,0,20,0,4,N/A,retry_later
payment_risk_check_failed,RISK_FLAGGED,card,114446,20,4,20,0,1,RuPay,vendor_review
transaction_frequency_limit_exceeded,SOFT_RETRYABLE,upi,64653,20,1,18,0,2,N/A,use_different_method
upi_app_technical_error,NETWORK_TIMEOUT,netbanking,134387,10,1,21,0,4,N/A,retry_later
incorrect_cvv,SOFT_RETRYABLE,card,999000,6,1,21,0,2,Visa,retry_now
credit_limit_not_approved,HARD_METHOD_DEAD,netbanking,145283,10,2,14,0,0,N/A,use_different_method
emi_plan_unavailable,HARD_METHOD_DEAD,netbanking,499900,13,0,15,0,0,N/A,use_different_method
incorrect_cvv,SOFT_RETRYABLE,card,180832,2,2,14,0,2,Mastercard,retry_now
payment_timed_out,NETWORK_TIMEOUT,card,20537,5,3,16,0,2,Visa,retry_now
payment_failed,SOFT_RETRYABLE,card,74820,13,0,20,0,3,Mastercard,retry_later
bank_not_available,NETWORK_TIMEOUT,card,85323,19,3,11,0,4,RuPay,retry_later
insufficient_funds,SOFT_RETRYABLE,card,137309,6,0,13,0,2,AMEX,retry_later
invalid_vpa,SOFT_RETRYABLE,upi,17817,13,4,22,0,2,N/A,retry_now
debit_instrument_blocked,HARD_METHOD_DEAD,card,108535,7,3,15,0,0,Mastercard,contact_bank
card_disabled_for_online_payments,HARD_METHOD_DEAD,card,99990,5,5,22,0,1,Mastercard,enable_online_transactions
payment_risk_check_failed,RISK_FLAGGED,card,28175,12,1,4,0,0,RuPay,vendor_review
card_network_not_enabled,HARD_METHOD_DEAD,card,99900,4,0,10,0,0,RuPay,use_different_card
payment_risk_check_failed,RISK_FLAGGED,card,120849,6,3,11,0,0,Mastercard,vendor_review
payment_session_expired,SOFT_RETRYABLE,card,206699,19,2,14,0,2,Visa,retry_now
transaction_daily_limit_exceeded,SOFT_RETRYABLE,card,393660,12,1,15,0,1,Visa,use_different_method
transaction_limit_exceeded,SOFT_RETRYABLE,netbanking,162315,15,2,15,0,4,N/A,use_different_method
pin_not_set,HARD_METHOD_DEAD,upi,132550,6,1,18,0,0,N/A,use_different_method
transaction_frequency_limit_exceeded,SOFT_RETRYABLE,upi,195298,7,1,8,0,2,N/A,use_different_method
vpa_resolution_failed,NETWORK_TIMEOUT,card,73149,12,4,15,0,4,Mastercard,retry_later
mcc_amount_limit_exceeded,HARD_METHOD_DEAD,upi,99900,10,0,9,0,0,N/A,use_different_method
payment_risk_check_failed,RISK_FLAGGED,card,65136,0,1,4,0,0,Visa,vendor_review
gateway_error,NETWORK_TIMEOUT,card,299900,8,2,10,0,4,Mastercard,retry_later
transaction_daily_count_exceeded,SOFT_RETRYABLE,card,184616,9,0,22,1,1,Mastercard,use_different_method
upi_app_technical_error,NETWORK_TIMEOUT,netbanking,165001,3,0,18,0,4,N/A,retry_later
incorrect_otp,SOFT_RETRYABLE,card,164448,10,0,22,0,1,RuPay,retry_now
card_declined,HARD_METHOD_DEAD,card,319122,3,2,10,0,0,Mastercard,use_different_method
payment_collect_request_expired,SOFT_RETRYABLE,upi,99990,9,4,10,0,1,N/A,retry_now
card_declined,HARD_METHOD_DEAD,card,37272,2,1,11,0,0,RuPay,use_different_method
deemed_transaction,SOFT_RETRYABLE,card,91530,8,2,12,0,3,Visa,retry_later
transaction_daily_count_exceeded,SOFT_RETRYABLE,netbanking,99900,11,8,22,0,1,N/A,use_different_method
pin_not_set,HARD_METHOD_DEAD,upi,49039,14,3,9,0,0,N/A,use_different_method
gateway_error,NETWORK_TIMEOUT,netbanking,99900,6,0,17,0,3,N/A,retry_later
compliance_violation,UNKNOWN,upi,349502,13,3,2,0,2,N/A,contact_support
gateway_error,NETWORK_TIMEOUT,netbanking,399875,15,8,15,0,2,N/A,retry_later
payment_amount_tampered,RISK_FLAGGED,card,199900,3,0,6,0,1,AMEX,vendor_review
user_not_eligible,HARD_METHOD_DEAD,netbanking,19990,5,6,14,0,1,N/A,use_different_method
card_declined,HARD_METHOD_DEAD,card,14770,6,5,10,0,0,Visa,use_different_method
debit_instrument_inactive,HARD_METHOD_DEAD,card,49990,0,0,7,0,1,AMEX,contact_bank
transaction_frequency_limit_exceeded,SOFT_RETRYABLE,upi,130246,14,3,11,0,2,N/A,use_different_method
credit_failed,SOFT_RETRYABLE,upi,141937,15,1,16,0,4,N/A,use_different_method
transaction_frequency_limit_exceeded,SOFT_RETRYABLE,upi,156486,3,0,15,0,2,N/A,use_different_method
credit_limit_inactive,HARD_METHOD_DEAD,netbanking,181829,1,1,21,0,1,N/A,use_different_method
otp_attempts_exceeded,HARD_METHOD_DEAD,card,24564,20,2,19,1,1,Mastercard,use_different_card
transaction_limit_exceeded,SOFT_RETRYABLE,card,148833,12,1,16,0,2,Mastercard,use_different_method
pin_attempts_exceeded,HARD_METHOD_DEAD,card,34584,10,6,3,0,1,Mastercard,use_different_card
credit_failed,SOFT_RETRYABLE,upi,250540,19,0,14,0,1,N/A,use_different_method
incorrect_pin,SOFT_RETRYABLE,card,152723,0,2,15,0,2,Mastercard,retry_now
upi_app_technical_error,NETWORK_TIMEOUT,upi,165436,8,0,22,0,3,N/A,retry_later
transaction_on_vpa_restricted,HARD_METHOD_DEAD,upi,214228,4,8,2,0,0,N/A,use_different_method
psp_not_registered,HARD_METHOD_DEAD,upi,131538,8,1,18,0,1,N/A,use_different_method
payment_timed_out,NETWORK_TIMEOUT,card,103601,18,1,17,0,3,RuPay,retry_now
gateway_error,NETWORK_TIMEOUT,upi,164270,5,1,1,0,3,N/A,retry_later
payment_collect_request_expired,SOFT_RETRYABLE,upi,999000,15,4,12,1,1,N/A,retry_now
pin_not_set,HARD_METHOD_DEAD,upi,115117,1,0,19,0,0,N/A,use_different_method
card_type_invalid,HARD_METHOD_DEAD,card,484843,1,1,18,0,0,Visa,use_different_card
payment_amount_tampered,RISK_FLAGGED,upi,272004,1,0,20,0,1,N/A,vendor_review
payment_declined_due_to_high_traffic,NETWORK_TIMEOUT,card,99900,6,0,21,0,3,Mastercard,retry_later
credit_failed,SOFT_RETRYABLE,upi,499900,9,0,13,0,2,N/A,use_different_method
deemed_transaction,SOFT_RETRYABLE,card,499900,17,0,15,0,4,Mastercard,retry_later
credit_failed,SOFT_RETRYABLE,upi,412967,2,1,12,1,2,N/A,use_different_method
payment_collect_request_expired,SOFT_RETRYABLE,upi,999000,13,4,19,0,2,N/A,retry_now
bank_technical_error,NETWORK_TIMEOUT,card,183970,1,0,20,0,5,Visa,retry_later
service_unavailable,NETWORK_TIMEOUT,card,455642,9,5,21,0,4,Mastercard,retry_later
debit_instrument_blocked,HARD_METHOD_DEAD,card,54780,7,2,20,0,0,Visa,contact_bank
request_timed_out,NETWORK_TIMEOUT,card,382622,19,0,20,0,2,Mastercard,retry_now
invalid_device,HARD_METHOD_DEAD,upi,299497,10,1,15,0,0,N/A,use_different_method
credit_failed,SOFT_RETRYABLE,upi,99990,6,2,13,0,3,N/A,use_different_method
gateway_error,NETWORK_TIMEOUT,card,999000,16,9,13,0,2,Mastercard,retry_later
compliance_violation,UNKNOWN,upi,134726,0,1,19,0,1,N/A,contact_support
authentication_failed,SOFT_RETRYABLE,card,199900,12,0,23,0,1,RuPay,retry_now
request_timed_out,NETWORK_TIMEOUT,card,648897,10,0,19,0,5,Visa,retry_now
transaction_limit_exceeded,SOFT_RETRYABLE,card,999000,6,2,2,0,2,AMEX,use_different_method
card_disabled_for_online_payments,HARD_METHOD_DEAD,card,299900,8,6,8,0,0,Visa,enable_online_transactions
verification_failed,NETWORK_TIMEOUT,upi,199900,10,1,16,0,4,N/A,retry_later
pin_attempts_exceeded,HARD_METHOD_DEAD,card,144765,4,1,17,0,0,RuPay,use_different_card
verification_failed,NETWORK_TIMEOUT,upi,38464,8,1,14,0,3,N/A,retry_later
compliance_violation,UNKNOWN,upi,99900,4,1,17,0,1,N/A,contact_support
gateway_error,NETWORK_TIMEOUT,card,72621,5,0,18,0,4,RuPay,retry_later
invalid_amount,UNKNOWN,card,22008,8,2,18,0,1,Visa,contact_support
payment_risk_check_failed,RISK_FLAGGED,card,40284,16,2,22,0,2,RuPay,vendor_review
transaction_frequency_limit_exceeded,SOFT_RETRYABLE,upi,19990,13,0,8,0,1,N/A,use_different_method
payment_declined_due_to_high_traffic,NETWORK_TIMEOUT,upi,42097,15,1,14,0,1,N/A,retry_later
authentication_failed,SOFT_RETRYABLE,card,131610,17,5,14,0,2,RuPay,retry_now
card_network_not_enabled,HARD_METHOD_DEAD,card,999000,1,0,17,0,0,Mastercard,use_different_card
mandate_creation_timeout,NETWORK_TIMEOUT,upi,63010,15,2,18,0,2,N/A,retry_later
insufficient_funds,SOFT_RETRYABLE,netbanking,60044,10,1,13,0,1,N/A,retry_later
card_network_not_enabled,HARD_METHOD_DEAD,card,358221,5,0,14,0,0,RuPay,use_different_card
incorrect_atm_pin,SOFT_RETRYABLE,card,499900,17,6,10,0,4,RuPay,retry_now
payment_amount_tampered,RISK_FLAGGED,card,162744,0,1,18,0,2,Visa,vendor_review
card_expired,HARD_METHOD_DEAD,card,148563,0,1,14,0,0,Visa,use_different_card
funds_blocked_by_mandate,HARD_METHOD_DEAD,upi,469370,0,4,19,0,1,N/A,use_different_method
pin_attempts_exceeded,HARD_METHOD_DEAD,card,118769,1,6,16,0,0,Visa,use_different_card
payment_cancelled,SOFT_RETRYABLE,card,119777,10,2,6,1,1,RuPay,retry_now
incorrect_otp,SOFT_RETRYABLE,card,31606,18,1,17,0,2,RuPay,retry_now
card_number_invalid,SOFT_RETRYABLE,card,197171,9,3,20,0,3,Mastercard,check_card_details
payment_collect_request_expired,SOFT_RETRYABLE,upi,299900,8,7,21,0,1,N/A,retry_now
card_not_enrolled,HARD_METHOD_DEAD,card,128599,16,0,3,0,0,Mastercard,enable_online_transactions
credit_failed,SOFT_RETRYABLE,upi,299900,18,3,1,0,3,N/A,use_different_method
record_not_found,NETWORK_TIMEOUT,card,299900,18,1,16,0,2,Mastercard,retry_later
transaction_limit_exceeded,SOFT_RETRYABLE,card,113094,3,4,18,0,3,RuPay,use_different_method
invalid_device,HARD_METHOD_DEAD,upi,499900,0,1,21,0,1,N/A,use_different_method
service_unavailable,NETWORK_TIMEOUT,card,199900,20,2,6,0,4,RuPay,retry_later
service_unavailable,NETWORK_TIMEOUT,card,180213,8,0,14,0,4,Mastercard,retry_later
service_unavailable,NETWORK_TIMEOUT,card,97064,5,1,18,0,4,RuPay,retry_later
service_unavailable,NETWORK_TIMEOUT,netbanking,299900,4,0,19,0,2,N/A,retry_later
credit_failed,SOFT_RETRYABLE,upi,325339,14,1,20,0,2,N/A,use_different_method
transaction_frequency_limit_exceeded,SOFT_RETRYABLE,upi,151123,6,0,22,0,1,N/A,use_different_method
debit_instrument_blocked,HARD_METHOD_DEAD,card,197586,19,1,22,0,0,Visa,contact_bank
credit_limit_not_approved,HARD_METHOD_DEAD,netbanking,53750,1,5,19,0,0,N/A,use_different_method
incorrect_cvv,SOFT_RETRYABLE,card,180494,10,0,18,0,1,Mastercard,retry_now
payment_amount_tampered,RISK_FLAGGED,upi,303008,5,7,14,0,1,N/A,vendor_review
duplicate_request,UNKNOWN,card,92087,19,0,13,0,3,Mastercard,no_action
incorrect_cardholder_name,SOFT_RETRYABLE,card,185367,16,4,19,0,1,Mastercard,check_card_details
payment_pending,SOFT_RETRYABLE,netbanking,99900,19,4,18,0,1,N/A,retry_later
bank_account_invalid,HARD_METHOD_DEAD,upi,460281,20,0,14,0,1,N/A,use_different_method
payment_collect_request_expired,SOFT_RETRYABLE,upi,999000,3,2,0,0,4,N/A,retry_now
card_number_invalid,SOFT_RETRYABLE,card,126651,14,1,9,0,2,Mastercard,check_card_details
incorrect_pin,SOFT_RETRYABLE,netbanking,19990,2,4,8,0,1,N/A,retry_now
mandate_creation_expired,SOFT_RETRYABLE,upi,49990,15,1,12,0,1,N/A,retry_now
payment_method_not_enabled,HARD_METHOD_DEAD,netbanking,99990,2,4,17,0,1,N/A,use_different_method
payment_cancelled,SOFT_RETRYABLE,card,62651,6,0,22,0,2,AMEX,retry_now
funds_blocked_by_mandate,HARD_METHOD_DEAD,upi,142134,9,0,17,0,0,N/A,use_different_method
debit_instrument_blocked,HARD_METHOD_DEAD,card,141210,15,0,19,0,1,Mastercard,contact_bank
request_timed_out,NETWORK_TIMEOUT,upi,93534,8,1,9,1,2,N/A,retry_now
credit_limit_expired,HARD_METHOD_DEAD,netbanking,347051,4,1,18,0,0,N/A,use_different_method
service_unavailable,NETWORK_TIMEOUT,card,27912,18,2,11,0,5,RuPay,retry_later
incorrect_card_expiry_date,SOFT_RETRYABLE,card,99900,8,5,18,0,1,RuPay,check_card_details
live_mode_not_enabled,UNKNOWN,netbanking,48899,1,1,9,0,1,N/A,contact_support
incorrect_otp,SOFT_RETRYABLE,card,10425,4,1,15,0,1,Visa,retry_now
order_already_paid,UNKNOWN,netbanking,199900,8,0,21,0,2,N/A,no_action
